actual,predicted
14173.000000000002,14857.633
14249.0,15249.375
12049.0,12177.502
11873.0,12331.37
11936.0,12328.756
11846.0,12216.286
11793.0,12086.282
11799.0,12055.644
11946.0,12143.786
12642.0,12298.635
13181.0,12685.629
13119.0,13131.76
12895.0,13472.526
12332.0,13444.126
11849.0,12796.356
11373.0,11941.602
10996.0,11426.869
10967.0,11276.532
10902.0,11342.562
10948.0,11472.55
11311.0,11677.709
12183.0,12424.033
13650.0,13658.796
14173.000000000002,14693.167
14249.0,15019.772
14321.0,14921.641
11873.0,12123.383
11936.0,12142.367
11846.0,12107.04
11793.0,11970.136
11799.0,11836.391
11946.0,11889.86
12642.0,12105.178
13181.0,12384.031
13119.0,12941.301
12895.0,13250.434
12332.0,13030.759
11849.0,12542.886
11373.0,11912.255
10996.0,11317.21
10967.0,11108.755
10902.0,11182.179
10948.0,11345.078
11311.0,11620.767
12183.0,12222.583
13650.0,13276.674
14173.000000000002,14282.482
14249.0,14725.102
14321.0,14673.691
14307.000000000002,14439.294
11936.0,11898.218
11846.0,11886.513
11793.0,11834.529
11799.0,11759.841
11946.0,11708.961
12642.0,11866.51
13181.0,12281.153
13119.0,12689.085
12895.0,13140.699
12332.0,13127.598
11849.0,12535.169
11373.0,11846.158
10996.0,11403.105
10967.0,11122.362
10902.0,11095.885
10948.0,11261.483
11311.0,11716.307
12183.0,12449.551
13650.0,13303.558
14173.000000000002,14182.362
14249.0,14686.509
14321.0,14671.909
14307.000000000002,14437.894
14200.000000000002,14208.158
11846.0,11855.216
11793.0,11903.977
11799.0,11892.622
11946.0,11937.3955
12642.0,11979.955
13181.0,12214.051
13119.0,12798.158
12895.0,13156.875
12332.0,13088.877
11849.0,12605.268
11373.0,11997.923
10996.0,11508.63
10967.0,11241.996
10902.0,11076.083
10948.0,11186.267
11311.0,11620.209
12183.0,12541.249
13650.0,13588.238
14173.000000000002,14236.351
14249.0,14644.515
14321.0,14817.395
14307.000000000002,14669.041
14200.000000000002,14379.004
14286.0,14198.349
11793.0,11723.626
11799.0,11869.232
11946.0,11979.497
12642.0,12125.802
13181.0,12290.978
13119.0,12620.982
12895.0,13079.509
12332.0,13021.219
11849.0,12449.48
11373.0,11789.505
10996.0,11404.098
10967.0,11235.436
10902.0,11142.348
10948.0,11071.012
11311.0,11480.872
12183.0,12440.977
13650.0,13639.612
14173.000000000002,14391.228
14249.0,14519.772
14321.0,14615.973
14307.000000000002,14688.574
14200.000000000002,14531.446
14286.0,14294.378
14204.0,14131.66
11799.0,11664.875
11946.0,12036.304
12642.0,12299.73
13181.0,12500.228
13119.0,12796.296
12895.0,13079.698
12332.0,13051.623
11849.0,12490.338
11373.0,11795.503
10996.0,11322.638
10967.0,11130.066
10902.0,11091.89
10948.0,11130.831
11311.0,11393.666
12183.0,12346.788
13650.0,13564.489
14173.000000000002,14367.284
14249.0,14560.044
14321.0,14507.422
14307.000000000002,14576.125
14200.000000000002,14538.953
14286.0,14388.539
14204.0,14222.302
13984.000000000002,14065.248
11946.0,11913.961
12642.0,12285.535
13181.0,12608.948
13119.0,12991.924
12895.0,13262.012
12332.0,13075.595
11849.0,12529.969
11373.0,11875.915
10996.0,11371.693
10967.0,11120.571
10902.0,11025.161
10948.0,11034.079
11311.0,11392.188
12183.0,12313.491
13650.0,13539.472
14173.000000000002,14245.789
14249.0,14446.159
14321.0,14545.756
14307.000000000002,14592.354
14200.000000000002,14552.691
14286.0,14419.912
14204.0,14362.821
13984.000000000002,14239.905
13880.0,14124.894
12642.0,12265.494
13181.0,12652.643
13119.0,12957.069
12895.0,13250.918
12332.0,13201.015
11849.0,12589.458
11373.0,11878.418
10996.0,11427.933
10967.0,11197.03
10902.0,11088.409
10948.0,11093.355
11311.0,11377.75
12183.0,12255.784
13650.0,13522.865
14173.000000000002,14474.767
14249.0,14616.451
14321.0,14533.816
14307.000000000002,14627.658
14200.000000000002,14655.163
14286.0,14513.599
14204.0,14338.831
13984.000000000002,14278.66
13880.0,14178.512
13937.999999999998,14151.123
13181.0,13088.486
13119.0,13369.233
12895.0,13436.315
12332.0,13334.097
11849.0,12892.092
11373.0,12178.7
10996.0,11604.761
10967.0,11387.515
10902.0,11386.729
10948.0,11427.167
11311.0,11707.9375
12183.0,12561.446
13650.0,13844.117
14173.000000000002,14781.365
14249.0,15083.049
14321.0,14974.923
14307.000000000002,14862.313
14200.000000000002,14826.027
14286.0,14768.083
14204.0,14623.907
13984.000000000002,14415.971
13880.0,14275.138
13937.999999999998,14345.579
14258.0,14690.05
13119.0,13470.364
12895.0,13539.387
12332.0,13414.949
11849.0,12981.584
11373.0,12314.342
10996.0,11764.051
10967.0,11498.351
10902.0,11460.154
10948.0,11623.037
11311.0,11972.128
12183.0,12800.124
13650.0,14007.492
14173.000000000002,14988.06
14249.0,15212.135
14321.0,15145.534
14307.000000000002,15123.934
14200.000000000002,15006.342
14286.0,14747.796
14204.0,14595.464
13984.000000000002,14470.835
13880.0,14265.973
13937.999999999998,14231.343
14258.0,14657.504
14846.000000000002,15100.337
12895.0,13306.956
12332.0,13118.076
11849.0,12647.501
11373.0,12118.75
10996.0,11673.498
10967.0,11361.191
10902.0,11210.161
10948.0,11303.013
11311.0,11807.975
12183.0,12768.508
13650.0,13975.855
14173.000000000002,14720.518
14249.0,14899.508
14321.0,14878.224
14307.000000000002,14913.4375
14200.000000000002,14810.127
14286.0,14642.395
14204.0,14540.582
13984.000000000002,14445.583
13880.0,14289.617
13937.999999999998,14312.781
14258.0,14702.721
14846.000000000002,15092.386
14714.0,15029.992
12332.0,13046.206
11849.0,12569.137
11373.0,11848.489
10996.0,11355.296
10967.0,11160.487
10902.0,11050.952
10948.0,11048.286
11311.0,11492.601
12183.0,12572.412
13650.0,13786.515
14173.000000000002,14519.167
14249.0,14613.817
14321.0,14574.082
14307.000000000002,14648.06
14200.000000000002,14658.006
14286.0,14475.148
14204.0,14358.401
13984.000000000002,14389.99
13880.0,14382.0
13937.999999999998,14437.332
14258.0,14814.131
14846.000000000002,15192.576
14714.0,15136.214
14196.0,14764.249
11849.0,12269.609
11373.0,11690.025
10996.0,11148.885
10967.0,10847.1
10902.0,10776.042
10948.0,10845.378
11311.0,11187.58
12183.0,12102.131
13650.0,13402.885
14173.000000000002,14200.466
14249.0,14246.006
14321.0,14158.229
14307.000000000002,14319.184
14200.000000000002,14457.913
14286.0,14488.717
14204.0,14463.339
13984.000000000002,14373.759
13880.0,14324.451
13937.999999999998,14456.134
14258.0,14792.867
14846.000000000002,15136.857
14714.0,15149.936
14196.0,14766.111
13536.0,14097.186
11373.0,11512.477
10996.0,11043.971
10967.0,10709.349
10902.0,10578.176
10948.0,10695.844
11311.0,11183.019
12183.0,12043.934
13650.0,13097.538
14173.000000000002,14000.128
14249.0,14374.414
14321.0,14333.669
14307.000000000002,14307.246
14200.000000000002,14426.556
14286.0,14502.007
14204.0,14560.825
13984.000000000002,14590.805
13880.0,14536.791
13937.999999999998,14546.769
14258.0,14763.303
14846.000000000002,15127.576
14714.0,15222.675
14196.0,14811.228
13536.0,14074.658
12802.0,13259.133
10996.0,10951.734
10967.0,10679.066
10902.0,10514.039
10948.0,10598.45
11311.0,11136.09
12183.0,12134.826
13650.0,13192.585
14173.000000000002,13918.072
14249.0,14298.619
14321.0,14474.807
14307.000000000002,14540.078
14200.000000000002,14552.749
14286.0,14572.446
14204.0,14565.324
13984.000000000002,14588.475
13880.0,14639.488
13937.999999999998,14724.226
14258.0,14889.918
14846.000000000002,15049.858
14714.0,15123.87
14196.0,14843.029
13536.0,14163.849
12802.0,13308.744
12043.0,12571.148
10967.0,10660.015
10902.0,10591.424
10948.0,10655.699
11311.0,11094.186
12183.0,12106.128
13650.0,13310.621
14173.000000000002,14081.229
14249.0,14309.695
14321.0,14372.835
14307.000000000002,14496.547
14200.000000000002,14609.166
14286.0,14635.86
14204.0,14621.767
13984.000000000002,14544.8545
13880.0,14554.415
13937.999999999998,14761.893
14258.0,15060.949
14846.000000000002,15241.189
14714.0,15114.115
14196.0,14741.472
13536.0,14088.129
12802.0,13294.87
12043.0,12548.011
11652.0,12022.005
10902.0,10748.744
10948.0,10922.984
11311.0,11424.246
12183.0,12346.07
13650.0,13518.752
14173.000000000002,14359.079
14249.0,14599.826
14321.0,14507.436
14307.000000000002,14452.936
14200.000000000002,14512.468
14286.0,14567.735
14204.0,14591.7
13984.000000000002,14587.6875
13880.0,14524.542
13937.999999999998,14620.136
14258.0,14998.089
14846.000000000002,15369.573
14714.0,15310.721
14196.0,14733.42
13536.0,13974.533
12802.0,13146.227
12043.0,12417.805
11652.0,11917.585
11360.0,11699.115
10948.0,10807.757
11311.0,11479.832
12183.0,12631.2295
13650.0,13747.16
14173.000000000002,14422.091
14249.0,14609.859
14321.0,14608.877
14307.000000000002,14545.012
14200.000000000002,14476.734
14286.0,14478.104
14204.0,14490.942
13984.000000000002,14456.279
13880.0,14427.767
13937.999999999998,14546.704
14258.0,14872.425
14846.000000000002,15178.949
14714.0,15211.393
14196.0,14779.213
13536.0,13918.012
12802.0,12979.343
12043.0,12194.054
11652.0,11737.809
11360.0,11519.289
11146.0,11446.892
11311.0,11323.3955
12183.0,12458.267
13650.0,13659.597
14173.000000000002,14352.266
14249.0,14512.36
14321.0,14464.489
14307.000000000002,14484.403
14200.000000000002,14505.537
14286.0,14481.306
14204.0,14433.0205
13984.000000000002,14386.285
13880.0,14385.987
13937.999999999998,14482.011
14258.0,14746.06
14846.000000000002,15119.56
14714.0,15187.616
14196.0,14724.1045
13536.0,13858.531
12802.0,12924.174
12043.0,12134.709
11652.0,11519.83
11360.0,11221.507
11146.0,11149.612
11123.0,11261.082
12183.0,12433.484
13650.0,13590.631
14173.000000000002,14270.359
14249.0,14486.75
14321.0,14503.781
14307.000000000002,14496.166
14200.000000000002,14501.3955
14286.0,14509.282
14204.0,14541.196
13984.000000000002,14488.904
13880.0,14417.429
13937.999999999998,14520.681
14258.0,14814.243
14846.000000000002,15113.133
14714.0,15220.701
14196.0,14850.395
13536.0,14012.065
12802.0,12992.837
12043.0,12200.879
11652.0,11696.583
11360.0,11302.841
11146.0,11125.829
11123.0,11232.901
11575.0,11718.248
13650.0,13539.438
14173.000000000002,14273.573
14249.0,14493.5
14321.0,14590.826
14307.000000000002,14620.503
14200.000000000002,14630.011
14286.0,14630.636
14204.0,14615.763
13984.000000000002,14659.622
13880.0,14662.273
13937.999999999998,14687.891
14258.0,14866.392
14846.000000000002,15149.403
14714.0,15259.084
14196.0,14978.839
13536.0,14204.792
12802.0,13209.239
12043.0,12354.739
11652.0,11871.844
11360.0,11622.952
11146.0,11415.095
11123.0,11417.409
11575.0,11875.025
12298.0,12801.499
14173.000000000002,14309.039
14249.0,14559.438
14321.0,14647.563
14307.000000000002,14747.85
14200.000000000002,14717.7
14286.0,14747.874
14204.0,14837.732
13984.000000000002,14796.828
13880.0,14817.641
13937.999999999998,14905.121
14258.0,15108.064
14846.000000000002,15373.916
14714.0,15466.802
14196.0,15060.9795
13536.0,14282.369
12802.0,13377.579
12043.0,12538.117
11652.0,11944.861
11360.0,11672.159
11146.0,11574.4375
11123.0,11546.5
11575.0,11811.678
12298.0,12787.928
13601.0,14022.911
14249.0,14085.457
14321.0,14204.833
14307.000000000002,14377.701
14200.000000000002,14511.375
14286.0,14493.947
14204.0,14442.249
13984.000000000002,14465.809
13880.0,14525.479
13937.999999999998,14663.231
14258.0,14774.479
14846.000000000002,14989.151
14714.0,15116.485
14196.0,14831.131
13536.0,13913.824
12802.0,12888.239
12043.0,12177.295
11652.0,11731.894
11360.0,11445.7
11146.0,11273.716
11123.0,11295.824
11575.0,11653.252
12298.0,12569.198
13601.0,13667.839
14192.0,13998.803
14321.0,14315.97
14307.000000000002,14288.324
14200.000000000002,14302.371
14286.0,14454.857
14204.0,14479.512
13984.000000000002,14372.696
13880.0,14395.559
13937.999999999998,14605.054
14258.0,14921.306
14846.000000000002,15084.814
14714.0,15060.2295
14196.0,14786.659
13536.0,14126.082
12802.0,13091.546
12043.0,12139.086
11652.0,11641.091
11360.0,11509.572
11146.0,11405.603
11123.0,11246.3
11575.0,11575.247
12298.0,12576.529
13601.0,13643.181
14192.0,14001.352
14161.0,13816.24
14307.000000000002,14408.298
14200.000000000002,14326.221
14286.0,14310.084
14204.0,14323.067
13984.000000000002,14164.482
13880.0,14158.21
13937.999999999998,14477.513
14258.0,14732.233
14846.000000000002,14901.931
14714.0,14990.7705
14196.0,14769.132
13536.0,14108.376
12802.0,13194.387
12043.0,12303.795
11652.0,11687.868
11360.0,11455.335
11146.0,11443.823
11123.0,11442.0205
11575.0,11682.658
12298.0,12623.9
13601.0,13748.464
14192.0,14134.335
14161.0,13998.587
14074.000000000002,13908.101
14200.000000000002,14068.103
14286.0,14133.679
14204.0,14125.579
13984.000000000002,14012.9795
13880.0,13870.437
13937.999999999998,14023.703
14258.0,14413.038
14846.000000000002,14623.645
14714.0,14670.292
14196.0,14543.882
13536.0,13961.83
12802.0,13100.685
12043.0,12325.801
11652.0,11704.54
11360.0,11390.138
11146.0,11314.274
11123.0,11350.879
11575.0,11682.533
12298.0,12512.967
13601.0,13548.907
14192.0,14115.972
14161.0,14076.176
14074.000000000002,13890.068
14086.0,13785.678
14286.0,13807.392
14204.0,13892.249
13984.000000000002,13870.228
13880.0,13867.128
13937.999999999998,13922.161
14258.0,14133.84
14846.000000000002,14428.311
14714.0,14539.607
14196.0,14346.971
13536.0,13803.146
12802.0,12895.948
12043.0,12109.844
11652.0,11705.256
11360.0,11408.4
11146.0,11227.567
11123.0,11198.255
11575.0,11558.831
12298.0,12485.852
13601.0,13534.042
14192.0,14064.388
14161.0,14066.328
14074.000000000002,13927.958
14086.0,13809.769
14293.0,13672.871
14204.0,14005.012
13984.000000000002,13933.037
13880.0,13907.6045
13937.999999999998,14166.1455
14258.0,14441.565
14846.000000000002,14602.588
14714.0,14668.62
14196.0,14469.216
13536.0,13866.167
12802.0,12992.17
12043.0,12085.112
11652.0,11564.785
11360.0,11442.686
11146.0,11310.429
11123.0,11194.043
11575.0,11448.191
12298.0,12391.044
13601.0,13609.679
14192.0,14299.823
14161.0,14327.606
14074.000000000002,14191.396
14086.0,14063.188
14293.0,14005.818
14321.0,13976.298
13984.000000000002,13955.605
13880.0,13980.374
13937.999999999998,14136.737
14258.0,14405.549
14846.000000000002,14609.659
14714.0,14707.1875
14196.0,14500.475
13536.0,13827.308
12802.0,12950.264
12043.0,12180.232
11652.0,11596.408
11360.0,11361.334
11146.0,11362.571
11123.0,11253.656
11575.0,11394.152
12298.0,12266.029
13601.0,13511.077
14192.0,14259.202
14161.0,14331.758
14074.000000000002,14207.37
14086.0,14181.524
14293.0,14054.13
14321.0,14018.48
14381.0,13959.253
13880.0,13766.489
13937.999999999998,14111.269
14258.0,14454.514
14846.000000000002,14567.821
14714.0,14547.254
14196.0,14424.895
13536.0,13894.549
12802.0,12979.418
12043.0,12144.482
11652.0,11709.931
11360.0,11488.739
11146.0,11380.264
11123.0,11367.762
11575.0,11548.548
12298.0,12356.416
13601.0,13543.628
14192.0,14289.598
14161.0,14371.936
14074.000000000002,14226.597
14086.0,14096.55
14293.0,14011.295
14321.0,13911.765
14381.0,13821.061
14344.000000000002,13604.403
13937.999999999998,14088.205
14258.0,14444.144
14846.000000000002,14685.727
14714.0,14744.64
14196.0,14471.754
13536.0,13837.201
12802.0,13054.356
12043.0,12349.926
11652.0,11756.028
11360.0,11483.599
11146.0,11427.167
11123.0,11432.34
11575.0,11676.792
12298.0,12497.384
13601.0,13682.407
14192.0,14376.526
14161.0,14430.071
14074.000000000002,14345.279
14086.0,14281.152
14293.0,14106.897
14321.0,13974.512
14381.0,13946.698
14344.000000000002,13835.784
14178.0,13720.368
14258.0,14452.372
14846.000000000002,14772.538
14714.0,14801.161
14196.0,14574.571
13536.0,13915.648
12802.0,13013.399
12043.0,12310.708
11652.0,11930.169
11360.0,11587.621
11146.0,11343.841
11123.0,11364.1
11575.0,11784.755
12298.0,12646.191
13601.0,13634.332
14192.0,14292.72
14161.0,14385.303
14074.000000000002,14286.099
14086.0,14257.191
14293.0,14224.515
14321.0,14076.891
14381.0,13982.68
14344.000000000002,13947.212
14178.0,13940.304
14052.0,14036.999
14846.000000000002,14791.809
14714.0,14957.209
14196.0,14647.23
13536.0,14000.941
12802.0,13091.966
12043.0,12300.067
11652.0,11829.239
11360.0,11591.468
11146.0,11395.317
11123.0,11360.078
11575.0,11765.675
12298.0,12707.355
13601.0,13782.701
14192.0,14324.193
14161.0,14384.125
14074.000000000002,14340.028
14086.0,14347.456
14293.0,14299.438
14321.0,14221.611
14381.0,14091.502
14344.000000000002,14048.893
14178.0,14023.414
14052.0,14150.39
14392.0,14441.691
14714.0,15088.539
14196.0,14803.164
13536.0,14131.534
12802.0,13335.666
12043.0,12488.876
11652.0,11923.791
11360.0,11669.414
11146.0,11501.817
11123.0,11474.948
11575.0,11930.69
12298.0,12939.323
13601.0,13989.273
14192.0,14564.533
14161.0,14592.19
14074.000000000002,14504.591
14086.0,14488.068
14293.0,14469.826
14321.0,14373.227
14381.0,14249.601
14344.000000000002,14078.164
14178.0,14075.468
14052.0,14156.862
14392.0,14511.604
14949.0,15004.151
14196.0,14549.049
13536.0,13963.075
12802.0,13203.656
12043.0,12495.542
11652.0,11911.877
11360.0,11562.782
11146.0,11363.046
11123.0,11334.687
11575.0,11796.222
12298.0,12839.268
13601.0,14058.52
14192.0,14667.186
14161.0,14649.621
14074.000000000002,14472.78
14086.0,14447.775
14293.0,14461.685
14321.0,14420.402
14381.0,14282.315
14344.000000000002,14122.46
14178.0,13996.201
14052.0,14109.003
14392.0,14504.11
14949.0,15048.706
14795.0,15100.035
13536.0,13807.525
12802.0,13038.215
12043.0,12229.786
11652.0,11677.242
11360.0,11365.2705
11146.0,11191.452
11123.0,11157.057
11575.0,11565.699
12298.0,12568.591
13601.0,13778.866
14192.0,14585.085
14161.0,14639.459
14074.000000000002,14412.432
14086.0,14347.493
14293.0,14345.142
14321.0,14230.82
14381.0,14117.29
14344.000000000002,14046.408
14178.0,13968.338
14052.0,14028.039
14392.0,14424.557
14949.0,14950.021
14795.0,15045.779
14390.0,14509.191
12802.0,12839.382
12043.0,12095.213
11652.0,11570.165
11360.0,11265.81
11146.0,11080.124
11123.0,11107.76
11575.0,11486.174
12298.0,12372.423
13601.0,13519.757
14192.0,14279.174
14161.0,14430.353
14074.000000000002,14322.605
14086.0,14309.187
14293.0,14336.701
14321.0,14299.843
14381.0,14211.013
14344.000000000002,14056.569
14178.0,13936.588
14052.0,14035.181
14392.0,14443.194
14949.0,14864.41
14795.0,14953.177
14390.0,14571.441
13616.0,13801.118
12043.0,12036.403
11652.0,11537.432
11360.0,11241.059
11146.0,11061.646
11123.0,11087.899
11575.0,11579.279
12298.0,12438.976
13601.0,13401.626
14192.0,14166.558
14161.0,14466.837
14074.000000000002,14416.278
14086.0,14342.921
14293.0,14371.848
14321.0,14377.254
14381.0,14313.842
14344.000000000002,14187.053
14178.0,14046.143
14052.0,14124.373
14392.0,14474.675
14949.0,14893.528
14795.0,14950.536
14390.0,14571.853
13616.0,13875.25
12731.0,13054.264
11652.0,11439.193
11360.0,11193.834
11146.0,11038.621
11123.0,11029.374
11575.0,11471.481
12298.0,12461.351
13601.0,13465.504
14192.0,14067.429
14161.0,14342.068
14074.000000000002,14424.641
14086.0,14408.06
14293.0,14366.1875
14321.0,14379.386
14381.0,14375.619
14344.000000000002,14274.252
14178.0,14132.451
14052.0,14199.103
14392.0,14590.917
14949.0,14920.525
14795.0,14901.126
14390.0,14495.6
13616.0,13880.53
12731.0,13091.947
11933.0,12376.348
11360.0,11199.926
11146.0,11106.567
11123.0,11117.917
11575.0,11524.832
12298.0,12499.699
13601.0,13612.786
14192.0,14237.271
14161.0,14348.078
14074.000000000002,14331.513
14086.0,14330.942
14293.0,14335.074
14321.0,14344.951
14381.0,14367.126
14344.000000000002,14283.582
14178.0,14172.833
14052.0,14281.196
14392.0,14673.187
14949.0,15069.922
14795.0,15013.674
14390.0,14507.166
13616.0,13771.406
12731.0,13050.4375
11933.0,12377.087
11342.0,11943.712
11146.0,11101.74
11123.0,11207.147
11575.0,11647.308
12298.0,12547.328
13601.0,13668.676
14192.0,14396.696
14161.0,14515.604
14074.000000000002,14353.517
14086.0,14256.328
14293.0,14227.392
14321.0,14229.768
14381.0,14270.369
14344.000000000002,14283.303
14178.0,14162.049
14052.0,14170.691
14392.0,14609.997
14949.0,15142.31
14795.0,15166.882
14390.0,14559.722
13616.0,13757.853
12731.0,12958.342
11933.0,12281.909
11342.0,11821.445
11024.0,11626.803
11123.0,10987.575
11575.0,11577.845
12298.0,12613.112
13601.0,13617.251
14192.0,14223.82
14161.0,14411.753
14074.000000000002,14428.472
14086.0,14357.353
14293.0,14259.558
14321.0,14209.425
14381.0,14220.343
14344.000000000002,14206.757
14178.0,14146.506
14052.0,14169.551
14392.0,14457.101
14949.0,14890.04
14795.0,15062.253
14390.0,14668.532
13616.0,13805.288
12731.0,12897.824
11933.0,12155.898
11342.0,11678.603
11024.0,11402.623
10791.0,11268.678
11575.0,11342.071
12298.0,12309.625
13601.0,13400.466
14192.0,14057.651
14161.0,14215.728
14074.000000000002,14220.123
14086.0,14323.28
14293.0,14364.82
14321.0,14301.457
14381.0,14208.233
14344.000000000002,14163.075
14178.0,14142.692
14052.0,14175.268
14392.0,14366.698
14949.0,14702.439
14795.0,14835.258
14390.0,14540.793
13616.0,13840.344
12731.0,12945.073
11933.0,12116.697
11342.0,11490.163
11024.0,11150.137
10791.0,10974.942
10831.0,10975.841
12298.0,12422.853
13601.0,13420.683
14192.0,14087.399
14161.0,14357.698
14074.000000000002,14395.571
14086.0,14396.386
14293.0,14435.445
14321.0,14431.713
14381.0,14421.271
14344.000000000002,14320.969
14178.0,14211.312
14052.0,14251.496
14392.0,14500.566
14949.0,14772.234
14795.0,14861.903
14390.0,14559.836
13616.0,13914.284
12731.0,13077.683
11933.0,12290.008
11342.0,11662.057
11024.0,11178.224
10791.0,10925.805
10831.0,10942.902
11098.0,11351.743
13601.0,13461.148
14192.0,14221.755
14161.0,14509.331
14074.000000000002,14602.702
14086.0,14611.639
14293.0,14593.093
14321.0,14576.786
14381.0,14517.532
14344.000000000002,14481.095
14178.0,14379.804
14052.0,14368.393
14392.0,14526.337
14949.0,14783.753
14795.0,14858.484
14390.0,14630.886
13616.0,14040.741
12731.0,13227.13
11933.0,12414.312
11342.0,11849.687
11024.0,11477.673
10791.0,11152.53
10831.0,11062.593
11098.0,11434.749
11797.0,12223.9
14192.0,14301.788
14161.0,14581.304
14074.000000000002,14658.446
14086.0,14738.816
14293.0,14697.3955
14321.0,14653.896
14381.0,14670.31
14344.000000000002,14591.746
14178.0,14560.032
14052.0,14590.625
14392.0,14793.915
14949.0,15009.519
14795.0,15060.043
14390.0,14763.345
13616.0,14185.04
12731.0,13381.852
11933.0,12528.297
11342.0,11893.236
11024.0,11606.843
10791.0,11461.663
10831.0,11302.112
11098.0,11447.468
11797.0,12316.971
13114.0,13500.4
14161.0,14167.255
14074.000000000002,14283.647
14086.0,14440.128
14293.0,14507.788
14321.0,14387.072
14381.0,14282.329
14344.000000000002,14312.451
14178.0,14361.858
14052.0,14487.626
14392.0,14604.191
14949.0,14788.123
14795.0,14846.937
14390.0,14616.928
13616.0,13886.243
12731.0,12989.905
11933.0,12256.876
11342.0,11719.439
11024.0,11331.161
10791.0,11117.288
10831.0,11124.558
11098.0,11388.711
11797.0,12136.227
13114.0,13233.755
13627.0,13809.082
14074.000000000002,14170.62
14086.0,14168.262
14293.0,14214.355
14321.0,14305.975
14381.0,14231.864
14344.000000000002,14071.227
14178.0,14070.685
14052.0,14282.761
14392.0,14615.8125
14949.0,14762.485
14795.0,14686.393
14390.0,14438.322
13616.0,13938.54
12731.0,13017.665
11933.0,12062.777
11342.0,11518.616
11024.0,11300.129
10791.0,11092.995
10831.0,10893.493
11098.0,11170.4795
11797.0,12075.582
13114.0,13157.809
13627.0,13708.775
13807.0,13677.232
14086.0,14216.416
14293.0,14111.373
14321.0,14069.333
14381.0,14054.023
14344.000000000002,13870.656
14178.0,13812.429
14052.0,14053.788
14392.0,14310.656
14949.0,14549.418
14795.0,14664.516
14390.0,14441.283
13616.0,13848.171
12731.0,13060.357
11933.0,12230.616
11342.0,11582.184
11024.0,11277.165
10791.0,11184.241
10831.0,11098.325
11098.0,11249.213
11797.0,12089.954
13114.0,13221.385
13627.0,13753.359
13807.0,13740.016
13857.999999999998,13657.73
14293.0,13966.032
14321.0,13991.333
14381.0,13943.224
14344.000000000002,13837.355
14178.0,13721.631
14052.0,13851.133
14392.0,14180.356
14949.0,14379.828
14795.0,14465.892
14390.0,14389.203
13616.0,13875.196
12731.0,13061.71
11933.0,12288.863
11342.0,11658.575
11024.0,11312.802
10791.0,11155.363
10831.0,11104.274
11098.0,11349.522
11797.0,12121.087
13114.0,13170.208
13627.0,13813.57
13807.0,13858.228
13857.999999999998,13730.234
14069.0,13646.553
14321.0,14063.03
14381.0,14132.395
14344.000000000002,14075.787
14178.0,14108.616
14052.0,14211.757
14392.0,14385.6045
14949.0,14628.928
14795.0,14715.726
14390.0,14493.539
13616.0,13925.584
12731.0,13005.512
11933.0,12168.611
11342.0,11680.984
11024.0,11346.817
10791.0,11136.025
10831.0,11021.559
11098.0,11301.273
11797.0,12185.834
13114.0,13259.287
13627.0,13882.901
13807.0,13965.427
13857.999999999998,13900.796
14069.0,13913.982
14108.999999999998,13931.887
14381.0,14239.8
14344.000000000002,14127.179
14178.0,14034.062
14052.0,14227.637
14392.0,14439.161
14949.0,14564.336
14795.0,14652.481
14390.0,14460.384
13616.0,13861.557
12731.0,13003.744
11933.0,12087.924
11342.0,11494.141
11024.0,11297.679
10791.0,11160.137
10831.0,11022.7
11098.0,11218.189
11797.0,12147.929
13114.0,13375.06
13627.0,14057.957
13807.0,14101.574
13857.999999999998,14037.875
14069.0,14004.941
14108.999999999998,14034.633
14233.0,14106.27
14344.000000000002,14230.461
14178.0,14214.949
14052.0,14268.547
14392.0,14405.6
14949.0,14536.217
14795.0,14662.791
14390.0,14510.17
13616.0,13837.425
12731.0,12965.858
11933.0,12209.478
11342.0,11586.357
11024.0,11268.934
10791.0,11215.454
10831.0,11127.418
11098.0,11303.561
11797.0,12164.928
13114.0,13391.919
13627.0,14153.843
13807.0,14238.923
13857.999999999998,14104.356
14069.0,14089.543
14108.999999999998,14027.652
14233.0,14043.864
14284.0,14089.18
14178.0,14245.681
14052.0,14438.298
14392.0,14646.146
14949.0,14679.562
14795.0,14650.708
14390.0,14558.679
13616.0,14011.626
12731.0,13028.641
11933.0,12165.481
11342.0,11692.242
11024.0,11357.0205
10791.0,11127.446
10831.0,11081.382
11098.0,11331.7705
11797.0,12214.382
13114.0,13419.807
13627.0,14170.114
13807.0,14300.806
13857.999999999998,14229.439
14069.0,14154.134
14108.999999999998,14099.949
14233.0,14074.79
14284.0,14107.699
14206.0,14071.575
14052.0,14292.161
14392.0,14520.659
14949.0,14747.301
14795.0,14823.43
14390.0,14582.15
13616.0,13939.906
12731.0,13054.038
11933.0,12239.636
11342.0,11656.6045
11024.0,11368.109
10791.0,11167.861
10831.0,11014.187
11098.0,11260.383
11797.0,12194.082
13114.0,13475.113
13627.0,14225.706
13807.0,14319.337
13857.999999999998,14252.674
14069.0,14216.788
14108.999999999998,14126.846
14233.0,14086.546
14284.0,14166.448
14206.0,14202.453
14044.999999999998,14160.984
14392.0,14384.384
14949.0,14656.522
14795.0,14726.812
14390.0,14547.524
13616.0,13921.509
12731.0,12983.364
11933.0,12177.808
11342.0,11723.314
11024.0,11395.039
10791.0,11119.278
10831.0,11018.477
11098.0,11306.991
11797.0,12200.036
