actual,predicted
12622.0,12902.32
12910.0,13189.68
13059.0,13427.519
12896.0,13461.565
12602.0,13268.961
12183.0,12801.883
11584.0,12295.359
11087.0,11914.075
10785.0,11704.588
10438.0,11677.947
10343.0,11686.668
10370.0,11834.492
10606.0,12118.273
10976.0,12486.759
11353.0,12888.366
11911.0,13241.504
13847.999999999998,13742.375
13651.0,13430.782
13375.0,13098.166
13194.0,12900.303
12823.0,12679.389
12704.0,12505.447
12547.0,12573.535
12622.0,12840.026
12910.0,13206.057
13059.0,13422.61
12896.0,13377.172
12602.0,13100.2295
12183.0,12721.165
11584.0,12215.495
11087.0,11812.963
10785.0,11618.587
10438.0,11546.34
10343.0,11581.098
10370.0,11667.559
10606.0,11995.81
10976.0,12459.719
11353.0,12812.879
11911.0,13039.059
12096.0,13139.972
13651.0,13497.951
13375.0,13209.141
13194.0,12908.733
12823.0,12711.932
12704.0,12502.715
12547.0,12491.317
12622.0,12842.526
12910.0,13249.793
13059.0,13445.72
12896.0,13359.678
12602.0,13043.489
12183.0,12610.619
11584.0,12176.36
11087.0,11759.851
10785.0,11538.492
10438.0,11472.32
10343.0,11448.403
10370.0,11538.187
10606.0,11741.723
10976.0,12213.808
11353.0,12730.887
11911.0,12927.187
12096.0,12868.137
12049.0,12755.274
13375.0,13212.586
13194.0,13003.135
12823.0,12766.487
12704.0,12644.995
12547.0,12574.616
12622.0,12763.988
12910.0,13244.92
13059.0,13558.813
12896.0,13442.057
12602.0,13071.33
12183.0,12613.597
11584.0,12149.753
11087.0,11759.63
10785.0,11510.21
10438.0,11465.6
10343.0,11433.316
10370.0,11457.785
10606.0,11737.512
10976.0,12078.056
11353.0,12495.39
11911.0,12854.045
12096.0,12867.355
12049.0,12590.135
11873.0,12399.211
13194.0,12972.948
12823.0,12818.368
12704.0,12622.577
12547.0,12624.3955
12622.0,12815.505
12910.0,13169.95
13059.0,13512.407
12896.0,13519.935
12602.0,13136.175
12183.0,12616.653
11584.0,12117.744
11087.0,11701.801
10785.0,11422.191
10438.0,11348.965
10343.0,11484.1045
10370.0,11528.175
10606.0,11653.231
10976.0,12147.562
11353.0,12570.039
11911.0,12772.455
12096.0,12834.211
12049.0,12713.966
11873.0,12378.963
11936.0,12222.979
12823.0,12926.669
12704.0,12820.08
12547.0,12710.424
12622.0,12877.78
12910.0,13262.738
13059.0,13591.033
12896.0,13634.808
12602.0,13310.414
12183.0,12720.786
11584.0,12102.344
11087.0,11617.974
10785.0,11342.503
10438.0,11222.133
10343.0,11256.717
10370.0,11521.571
10606.0,11735.802
10976.0,12020.299
11353.0,12596.331
11911.0,12949.862
12096.0,12921.595
12049.0,12745.184
11873.0,12576.103
11936.0,12332.23
11846.0,12291.638
12704.0,12635.514
12547.0,12592.75
12622.0,12729.644
12910.0,13051.861
13059.0,13343.149
12896.0,13423.384
12602.0,13234.959
12183.0,12752.047
11584.0,12097.979
11087.0,11519.226
10785.0,11190.354
10438.0,11139.052
10343.0,11200.945
10370.0,11259.553
10606.0,11545.183
10976.0,11955.096
11353.0,12425.567
11911.0,12877.364
12096.0,12928.527
12049.0,12701.21
11873.0,12461.677
11936.0,12314.222
11846.0,12145.734
11793.0,12059.548
12547.0,12566.085
12622.0,12725.497
12910.0,13084.559
13059.0,13439.253
12896.0,13536.11
12602.0,13306.058
12183.0,12897.71
11584.0,12365.519
11087.0,11762.441
10785.0,11285.239
10438.0,11090.351
10343.0,11186.145
10370.0,11355.049
10606.0,11440.45
10976.0,11802.64
11353.0,12354.35
11911.0,12825.989
12096.0,13046.373
12049.0,12882.727
11873.0,12625.925
